start,end,corpus,sent_id,left,node,right,node_sentences,term,selection,root,morph,use,target
73,80,ind_news_2024_1M,323906,"Ini terindikasi kuat ada politisasi hukum,"" ucap Koordinator Organisasi",Kemajuan,"Untuk Masyarakat (KAUM) Banten Mufrod Tama, Jumat (22/11).","Ini terindikasi kuat ada politisasi hukum,"" ucap Koordinator Organisasi <m>Kemajuan</m> Untuk Masyarakat (KAUM) Banten Mufrod Tama, Jumat (22/11).",kemajuan,y,maju,ke-root-an,met,
86,93,ind_news_2024_1M,324143,Ini tidak mudah dan butuh perjuangan luar biasa untuk membawa sebuah daerah mencapai,kemajuan,","" ujar Ketua Fraksi Partai Kebangkitan Bangsa (PKB) DPR RI, Cucun Ahmad Syamsurijal, Rabu (24/4).","Ini tidak mudah dan butuh perjuangan luar biasa untuk membawa sebuah daerah mencapai <m>kemajuan</m>,"" ujar Ketua Fraksi Partai Kebangkitan Bangsa (PKB) DPR RI, Cucun Ahmad Syamsurijal, Rabu (24/4).",kemajuan,y,maju,ke-root-an,met,
83,90,ind_news_2024_1M,324757,Inovasi dan kreativitas merupakan elemen penting dalam perkembangan peradaban dan,kemajuan,masyarakat.,Inovasi dan kreativitas merupakan elemen penting dalam perkembangan peradaban dan <m>kemajuan</m> masyarakat.,kemajuan,y,maju,ke-root-an,met,
22,29,ind_news_2024_1M,324767,“Inovasi digital dan,kemajuan,teknologi menjadi kunci bagi pelaku industri untuk dapat lebih adaptif terhadap kebutuhan nasabah yang terus berkembang.,“Inovasi digital dan <m>kemajuan</m> teknologi menjadi kunci bagi pelaku industri untuk dapat lebih adaptif terhadap kebutuhan nasabah yang terus berkembang.,kemajuan,y,maju,ke-root-an,met,
66,73,ind_news_2024_1M,324803,"Inovasi ini merupakan pencapaian pertama di dunia, yang menandai",kemajuan,"besar dalam pengelolaan populasi sidat yang berkelanjutan, yang berdampak positif baik itu bagi budidaya komersial maupun konservasi sidat.","Inovasi ini merupakan pencapaian pertama di dunia, yang menandai <m>kemajuan</m> besar dalam pengelolaan populasi sidat yang berkelanjutan, yang berdampak positif baik itu bagi budidaya komersial maupun konservasi sidat.",kemajuan,y,maju,ke-root-an,met,
89,96,ind_news_2024_1M,325845,"Insya Allah, kepercayaan mereka akan saya emban dengan memberikan apa yang terbaik demi",kemajuan,"dan kesejahteraan masyarakat di Dapil NTT I,"" ucap Yohan, Jumat (15/3).","Insya Allah, kepercayaan mereka akan saya emban dengan memberikan apa yang terbaik demi <m>kemajuan</m> dan kesejahteraan masyarakat di Dapil NTT I,"" ucap Yohan, Jumat (15/3).",kemajuan,y,maju,ke-root-an,met,
119,126,ind_news_2024_1M,326769,"“Intinya, dengan amanah jabatan baru ini, semoga para perwira dapat menciptakan peluang-peluang baru dan inovasi bagi",kemajuan,institusi TNI AD dan memberikan manfaat bagi masyarakat di sekitar kita.,"“Intinya, dengan amanah jabatan baru ini, semoga para perwira dapat menciptakan peluang-peluang baru dan inovasi bagi <m>kemajuan</m> institusi TNI AD dan memberikan manfaat bagi masyarakat di sekitar kita.",kemajuan,y,maju,ke-root-an,met,
64,71,ind_news_2024_1M,327088,Invasi Napoleon pada tahun 1812 ke pada awalnya memang membuat,kemajuan,pesat dan berhasil merebut Moskow.,Invasi Napoleon pada tahun 1812 ke pada awalnya memang membuat <m>kemajuan</m> pesat dan berhasil merebut Moskow.,kemajuan,y,maju,ke-root-an,met,
54,61,ind_news_2024_1M,327186,Investasi yang masuk ke disebut telah membawa dampak,kemajuan,pariwisata maupun ekonom kreatif.,Investasi yang masuk ke disebut telah membawa dampak <m>kemajuan</m> pariwisata maupun ekonom kreatif.,kemajuan,y,maju,ke-root-an,met,
20,27,ind_news_2024_1M,330998,Itu artinya sebuah,kemajuan,"yang harus disyukuri oleh PKB,"" ujar Gus Imin.","Itu artinya sebuah <m>kemajuan</m> yang harus disyukuri oleh PKB,"" ujar Gus Imin.",kemajuan,y,maju,ke-root-an,met,
10,17,ind_news_2024_1M,331301,Itu buat,kemajuan,"olahraga panjat tebing juga,"" ujarnya.","Itu buat <m>kemajuan</m> olahraga panjat tebing juga,"" ujarnya.",kemajuan,y,maju,ke-root-an,met,
120,127,ind_news_2024_1M,331628,"Itu disampaikan Rocky saat menjadi narasumber diskusi yang diselenggarakan Universitas Balikpapan (Uniba) dengan tema,",Kemajuan,"Pembangunan Ibu Kota Negara (IKN) dan Dampaknya bagi Kalimantan Timur serta Indonesia, pada Jumat, 14 Juni 2024 lalu.","Itu disampaikan Rocky saat menjadi narasumber diskusi yang diselenggarakan Universitas Balikpapan (Uniba) dengan tema, <m>Kemajuan</m> Pembangunan Ibu Kota Negara (IKN) dan Dampaknya bagi Kalimantan Timur serta Indonesia, pada Jumat, 14 Juni 2024 lalu.",kemajuan,y,maju,ke-root-an,met,
83,90,ind_news_2024_1M,337032,"Jadi, bahkan jika presidennya diganti, hal itu tidak secara radikal mengubah arah",kemajuan,Republik Islam.”,"Jadi, bahkan jika presidennya diganti, hal itu tidak secara radikal mengubah arah <m>kemajuan</m> Republik Islam.”",kemajuan,y,maju,ke-root-an,met,
52,59,ind_news_2024_1M,338089,"""Jadi GIIAS itu bisa memperkenalkan teknologi atau",kemajuan,dari industri otomotif kepada pengunjung.,"""Jadi GIIAS itu bisa memperkenalkan teknologi atau <m>kemajuan</m> dari industri otomotif kepada pengunjung.",kemajuan,y,maju,ke-root-an,met,
73,80,ind_news_2024_1M,340031,"Jadikan momen ini sebagai pengingat untuk terus berjuang demi keutuhan,",kemajuan,", dan kesejahteraan bangsa.","Jadikan momen ini sebagai pengingat untuk terus berjuang demi keutuhan, <m>kemajuan</m>, dan kesejahteraan bangsa.",kemajuan,y,maju,ke-root-an,met,
34,41,ind_news_2024_1M,340156,“Jadi kecil besar itu tergantung,kemajuan,bangsanya.,“Jadi kecil besar itu tergantung <m>kemajuan</m> bangsanya.,kemajuan,y,maju,ke-root-an,met,
19,26,ind_news_2024_1M,340571,"“Jadi, kita lihat",kemajuan,dari pembahasan family office itu sendiri.,"“Jadi, kita lihat <m>kemajuan</m> dari pembahasan family office itu sendiri.",kemajuan,y,maju,ke-root-an,met,
127,134,ind_news_2024_1M,342310,"Jadi perjalanan ini menjadi inspirasi generasi muda Tionghoa bagaimana ikut membangun negara ini, membantu sesama etnis untuk",kemajuan,"bangsa Indonesia dan khususnya kemajuan Sumut,” jelasnya.","Jadi perjalanan ini menjadi inspirasi generasi muda Tionghoa bagaimana ikut membangun negara ini, membantu sesama etnis untuk <m>kemajuan</m> bangsa Indonesia dan khususnya kemajuan Sumut,” jelasnya.",kemajuan,y,maju,ke-root-an,met,
167,174,ind_news_2024_1M,342310,"Jadi perjalanan ini menjadi inspirasi generasi muda Tionghoa bagaimana ikut membangun negara ini, membantu sesama etnis untuk kemajuan bangsa Indonesia dan khususnya",kemajuan,"Sumut,” jelasnya.","Jadi perjalanan ini menjadi inspirasi generasi muda Tionghoa bagaimana ikut membangun negara ini, membantu sesama etnis untuk kemajuan bangsa Indonesia dan khususnya <m>kemajuan</m> Sumut,” jelasnya.",kemajuan,y,maju,ke-root-an,met,
106,113,ind_news_2024_1M,342488,"Jadi, ""progressive leadership"" menggambarkan gaya kepemimpinan yang mendorong perkembangan, inovasi, dan",kemajuan,di tubuh PSSI.,"Jadi, ""progressive leadership"" menggambarkan gaya kepemimpinan yang mendorong perkembangan, inovasi, dan <m>kemajuan</m> di tubuh PSSI.",kemajuan,y,maju,ke-root-an,met,
113,120,ind_news_2024_1M,348785,Jalu Jahrudin tidak henti menyampaikan ucapan terima kasih kepada yang telah membantu untuk keberlangsungan dan,kemajuan,yang dikelola saat ini.,Jalu Jahrudin tidak henti menyampaikan ucapan terima kasih kepada yang telah membantu untuk keberlangsungan dan <m>kemajuan</m> yang dikelola saat ini.,kemajuan,y,maju,ke-root-an,met,
23,30,ind_news_2024_1M,350640,“Jangan sampai dengan,kemajuan,"zaman saat ini, anak-anak kita menjadi lupa terhadap sejarah, adat istiadat, dan kebudayaan Lampung.","“Jangan sampai dengan <m>kemajuan</m> zaman saat ini, anak-anak kita menjadi lupa terhadap sejarah, adat istiadat, dan kebudayaan Lampung.",kemajuan,y,maju,ke-root-an,met,
131,138,ind_news_2024_1M,353983,Jenderal bintang empat itu mengatakan bahwa para perwira yang baru lulus ini akan menghadapi beragam tantangan terutama di bidang,kemajuan,teknologi dan ilmu pengetahuan soal pertahanan.,Jenderal bintang empat itu mengatakan bahwa para perwira yang baru lulus ini akan menghadapi beragam tantangan terutama di bidang <m>kemajuan</m> teknologi dan ilmu pengetahuan soal pertahanan.,kemajuan,y,maju,ke-root-an,met,
95,102,ind_news_2024_1M,356064,"""Jika dalam pertemuan ini keduanya saling mengerti bahwa kolaborasi keduanya diperlukan untuk",kemajuan,"Indonesia, ini akan bagus sekali,"" kata Hensat.","""Jika dalam pertemuan ini keduanya saling mengerti bahwa kolaborasi keduanya diperlukan untuk <m>kemajuan</m> Indonesia, ini akan bagus sekali,"" kata Hensat.",kemajuan,y,maju,ke-root-an,met,
159,166,ind_news_2024_1M,356763,Jika hal ini tidak menjadi perhatian maka di masa depan akan ada banyak generasi bangsa yang terbentuk dengan mental yang rusak dan tentunya berpengaruh pada,kemajuan,bangsa.,Jika hal ini tidak menjadi perhatian maka di masa depan akan ada banyak generasi bangsa yang terbentuk dengan mental yang rusak dan tentunya berpengaruh pada <m>kemajuan</m> bangsa.,kemajuan,y,maju,ke-root-an,met,
130,137,ind_news_2024_1M,357562,"“Jika kita renungkan realita kondisi saat ini, informasi sangat cepat, dinamis, dan begitu kompetitif sehubungan dengan pesatnya",kemajuan,teknologi informasi.,"“Jika kita renungkan realita kondisi saat ini, informasi sangat cepat, dinamis, dan begitu kompetitif sehubungan dengan pesatnya <m>kemajuan</m> teknologi informasi.",kemajuan,y,maju,ke-root-an,met,
97,104,ind_news_2024_1M,359650,"Jika terpilih sebagai Wali Kota Kupang, dia menegaskan akan melaksanakan visi dan misinya untuk",kemajuan,pembangunan dan peningkatan kesejahteraan masyarakat Kota Kupang.,"Jika terpilih sebagai Wali Kota Kupang, dia menegaskan akan melaksanakan visi dan misinya untuk <m>kemajuan</m> pembangunan dan peningkatan kesejahteraan masyarakat Kota Kupang.",kemajuan,y,maju,ke-root-an,met,
123,130,ind_news_2024_1M,360557,John menambahkan bahwa ia menghabiskan musim panas dengan tenang di rumah untuk memulihkan diri dan merasa optimis dengan,kemajuan,penyembuhannya sejauh ini.,John menambahkan bahwa ia menghabiskan musim panas dengan tenang di rumah untuk memulihkan diri dan merasa optimis dengan <m>kemajuan</m> penyembuhannya sejauh ini.,kemajuan,y,maju,ke-root-an,met,
33,40,ind_news_2024_1M,360760,Jokowi amalnya terbukti membawa,kemajuan,bagi bangsa.,Jokowi amalnya terbukti membawa <m>kemajuan</m> bagi bangsa.,kemajuan,y,maju,ke-root-an,met,
75,82,ind_news_2024_1M,361169,"Jokowi menyebut, Prabowo telah memberikan kontribusi yang luar biasa bagi",kemajuan,TNI dan negara.,"Jokowi menyebut, Prabowo telah memberikan kontribusi yang luar biasa bagi <m>kemajuan</m> TNI dan negara.",kemajuan,y,maju,ke-root-an,met,
161,168,ind_news_2024_1M,362251,"Jubir KNPB, Hepriyadi Zaicily mengatakan pihaknya akan menjadi koalisi yang memperjuangkan aspirasi masyarakat dengan hati nurani dan semangat menggelora untuk",kemajuan,Kota Tangerang.,"Jubir KNPB, Hepriyadi Zaicily mengatakan pihaknya akan menjadi koalisi yang memperjuangkan aspirasi masyarakat dengan hati nurani dan semangat menggelora untuk <m>kemajuan</m> Kota Tangerang.",kemajuan,y,maju,ke-root-an,met,
137,144,ind_news_2024_1M,362788,"Juga peduli terhadap lingkungan, saling menjaga dan menghormati hak dalam beragama, bermasyarakat dan bernegara, serta ikut serta dalam",kemajuan,bangsa.,"Juga peduli terhadap lingkungan, saling menjaga dan menghormati hak dalam beragama, bermasyarakat dan bernegara, serta ikut serta dalam <m>kemajuan</m> bangsa.",kemajuan,y,maju,ke-root-an,met,
173,180,ind_news_2024_1M,364745,"Junaidi mengajak untuk menyaksikan bersama kreativitas dan inovasi dari para peserta kompetisi Gemoy, sembari terus menggali dan mendorong potensi yang ada untuk mendukung",kemajuan,bangsa Indonesia.,"Junaidi mengajak untuk menyaksikan bersama kreativitas dan inovasi dari para peserta kompetisi Gemoy, sembari terus menggali dan mendorong potensi yang ada untuk mendukung <m>kemajuan</m> bangsa Indonesia.",kemajuan,y,maju,ke-root-an,met,
147,154,ind_news_2024_1M,365187,"Juru bicara militer Ukraina Dmytro Lykhoviy, berbicara di televisi nasional, mengakui bahwa pasukan Rusia menguasai sebagian dua desa lagi, namun",kemajuan,mereka telah dihentikan.,"Juru bicara militer Ukraina Dmytro Lykhoviy, berbicara di televisi nasional, mengakui bahwa pasukan Rusia menguasai sebagian dua desa lagi, namun <m>kemajuan</m> mereka telah dihentikan.",kemajuan,y,maju,ke-root-an,met,
55,62,ind_news_2024_1M,367368,Kabupaten memiliki peluang besar dalam mengakselerasi,kemajuan,daerah.,Kabupaten memiliki peluang besar dalam mengakselerasi <m>kemajuan</m> daerah.,kemajuan,y,maju,ke-root-an,met,
21,28,ind_news_2024_1M,367881,Kadin Daerah Ungkap,Kemajuan,dan Terobosan Positif Selama Kepemimpinan…,Kadin Daerah Ungkap <m>Kemajuan</m> dan Terobosan Positif Selama Kepemimpinan…,kemajuan,y,maju,ke-root-an,met,
79,86,ind_news_2024_1M,368355,Kahudi menekankan pentingnya pertandingan ini sebagai ajang untuk menunjukkan,kemajuan,tim dan mengevaluasi persiapan mereka menjelang kompetisi yang sebenarnya.,Kahudi menekankan pentingnya pertandingan ini sebagai ajang untuk menunjukkan <m>kemajuan</m> tim dan mengevaluasi persiapan mereka menjelang kompetisi yang sebenarnya.,kemajuan,y,maju,ke-root-an,met,
164,171,ind_news_2024_1M,368548,"""Kaitannya bahwa saya juga sebagai wakit ketua umum di PBFI (Perkumpulan Binaraga Fitness Indonesia) dimana tujuannya adalah kami di mau ikut serta dan mesuppport",kemajuan,"cabang olahraga Binaraga dan Fitness di tanah air,"" jelas Suyudi.","""Kaitannya bahwa saya juga sebagai wakit ketua umum di PBFI (Perkumpulan Binaraga Fitness Indonesia) dimana tujuannya adalah kami di mau ikut serta dan mesuppport <m>kemajuan</m> cabang olahraga Binaraga dan Fitness di tanah air,"" jelas Suyudi.",kemajuan,y,maju,ke-root-an,met,
36,43,ind_news_2024_1M,369013,"Kalahkan yang lain, utamakan untuk",kemajuan,daerah saudara dan Indonesia.,"Kalahkan yang lain, utamakan untuk <m>kemajuan</m> daerah saudara dan Indonesia.",kemajuan,y,maju,ke-root-an,met,
110,117,ind_news_2024_1M,369613,"Kalau ada warga Depok sampai cacat seumur hidup apalagi pada masa usia produktif, maka akan berpengaruh pada",kemajuan,"peradaban Kota Depok yang kita cintai,” lanjutnya.","Kalau ada warga Depok sampai cacat seumur hidup apalagi pada masa usia produktif, maka akan berpengaruh pada <m>kemajuan</m> peradaban Kota Depok yang kita cintai,” lanjutnya.",kemajuan,y,maju,ke-root-an,met,
42,49,ind_news_2024_1M,373816,Kalau seperti ini terus bagaimana dengan,kemajuan,"Jakarta,"" ucap Pras di kantor Pemerintah Kota Jakarta Pusat, Tanah Abang, Kamis (21/8).","Kalau seperti ini terus bagaimana dengan <m>kemajuan</m> Jakarta,"" ucap Pras di kantor Pemerintah Kota Jakarta Pusat, Tanah Abang, Kamis (21/8).",kemajuan,y,maju,ke-root-an,met,
66,73,ind_news_2024_1M,376275,Kami akan bekerja keras untuk mewujudkan visi dan misi kami demi,kemajuan,"Kabupaten Bandung,"" ujar Baharudi dalam keterangan tertulisnya kepada JPNN.","Kami akan bekerja keras untuk mewujudkan visi dan misi kami demi <m>kemajuan</m> Kabupaten Bandung,"" ujar Baharudi dalam keterangan tertulisnya kepada JPNN.",kemajuan,y,maju,ke-root-an,met,
23,30,ind_news_2024_1M,377870,"""Kami berharap adanya",kemajuan,bangsa Indonesia.,"""Kami berharap adanya <m>kemajuan</m> bangsa Indonesia.",kemajuan,y,maju,ke-root-an,met,
81,88,ind_news_2024_1M,377899,“Kami berharap agar pejabat baru dapat mengemban amanah dengan baik dan membawa,kemajuan,"bagi institusi Polri serta keamanan wilayah Mahulu,” imbuhnya.","“Kami berharap agar pejabat baru dapat mengemban amanah dengan baik dan membawa <m>kemajuan</m> bagi institusi Polri serta keamanan wilayah Mahulu,” imbuhnya.",kemajuan,y,maju,ke-root-an,met,
79,86,ind_news_2024_1M,377971,“Kami berharap banyak peserta yang ikut berpartisipasi dalam rangka mendukung,kemajuan,"daerah,” ujarnya.","“Kami berharap banyak peserta yang ikut berpartisipasi dalam rangka mendukung <m>kemajuan</m> daerah,” ujarnya.",kemajuan,y,maju,ke-root-an,met,
72,79,ind_news_2024_1M,378776,Kami berharap sinergi ini dapat terus berlanjut demi kesejahteraan dan,kemajuan,"masyarakat,” tutur Alikan.","Kami berharap sinergi ini dapat terus berlanjut demi kesejahteraan dan <m>kemajuan</m> masyarakat,” tutur Alikan.",kemajuan,y,maju,ke-root-an,met,
70,77,ind_news_2024_1M,378823,"""Kami berharap TK Al Hikmah terus eksis dan semakin berkembang dalam",kemajuan,"pendidikan khususnya di Kota Pangkalpinang,""tukasnya.","""Kami berharap TK Al Hikmah terus eksis dan semakin berkembang dalam <m>kemajuan</m> pendidikan khususnya di Kota Pangkalpinang,""tukasnya.",kemajuan,y,maju,ke-root-an,met,
66,73,ind_news_2024_1M,379181,Kami berkomitmen untuk terus menghadirkan inovasi yang mendukung,kemajuan,"teknologi serta meningkatkan kualitas layanan kami,” pungkas Hasudungan.","Kami berkomitmen untuk terus menghadirkan inovasi yang mendukung <m>kemajuan</m> teknologi serta meningkatkan kualitas layanan kami,” pungkas Hasudungan.",kemajuan,y,maju,ke-root-an,met,
35,42,ind_news_2024_1M,379329,Kami bersama-sama untuk membangun,kemajuan,"digital infrastructure di Indonesia,"" ujar Budi.","Kami bersama-sama untuk membangun <m>kemajuan</m> digital infrastructure di Indonesia,"" ujar Budi.",kemajuan,y,maju,ke-root-an,met,
37,44,ind_news_2024_1M,379904,“Kami dapat mengatakan ada beberapa,kemajuan,"dalam kondisi kesehatannya, namun situasinya masih dalam risiko,” kata Dr. Mohammad Salameh, kepala unit, menambahkan jika anak ini seharusnya masih berada dalam kandungan ibunya saat ini.","“Kami dapat mengatakan ada beberapa <m>kemajuan</m> dalam kondisi kesehatannya, namun situasinya masih dalam risiko,” kata Dr. Mohammad Salameh, kepala unit, menambahkan jika anak ini seharusnya masih berada dalam kandungan ibunya saat ini.",kemajuan,y,maju,ke-root-an,met,
106,113,ind_news_2024_1M,380594,Kami harap festival ini terus berlanjut sehingga menjadi pemantik talenta-talenta muda yang akan membawa,kemajuan,"bagi perfilman Indonesia,” tuturnya.","Kami harap festival ini terus berlanjut sehingga menjadi pemantik talenta-talenta muda yang akan membawa <m>kemajuan</m> bagi perfilman Indonesia,” tuturnya.",kemajuan,y,maju,ke-root-an,met,
176,183,ind_news_2024_1M,380687,"""Kami harap pemerintah memberikan keadilan hukum yang mempertimbangkan kemanusiaan, dengan mendukung upaya kami tetap dapat melanjutkan kegiatan usaha, dan berkontribusi pada",kemajuan,"industri tekstil nasional”, pungkas Wawan.","""Kami harap pemerintah memberikan keadilan hukum yang mempertimbangkan kemanusiaan, dengan mendukung upaya kami tetap dapat melanjutkan kegiatan usaha, dan berkontribusi pada <m>kemajuan</m> industri tekstil nasional”, pungkas Wawan.",kemajuan,y,maju,ke-root-an,met,
