start,end,corpus,sent_id,left,node,right,node_sentences,term,selection,root,morph,use,target
92,95,ind_news_2024_1M,543166,"Menurut Gus Mujib, nanti juga akan ditunjukkan rekom yang didapatkannya dari DPP PKB untuk",maju,dalam kontestasi Pilkada Pasuruan.,"Menurut Gus Mujib, nanti juga akan ditunjukkan rekom yang didapatkannya dari DPP PKB untuk <m>maju</m> dalam kontestasi Pilkada Pasuruan.",maju,,,,,
30,33,ind_news_2024_1M,543457,"Menurut Hengki, keputusannya",maju,kembali di pilbup KBB didasarkan pengalaman dan kepercayaan yang diberikan masyarakat selama dia menjabat sebagai bupati menggantikan Aa Umbara.,"Menurut Hengki, keputusannya <m>maju</m> kembali di pilbup KBB didasarkan pengalaman dan kepercayaan yang diberikan masyarakat selama dia menjabat sebagai bupati menggantikan Aa Umbara.",maju,,,,,
46,49,ind_news_2024_1M,543882,"Menurut Irham, konsolidasi Koalisi Indonesia",Maju,itu akan digelar di Gor Sahabudin dan akan dihadiri oleh ribuan kader partai koalisi dan juga relawan pasangan Prabowo-Gibran.,"Menurut Irham, konsolidasi Koalisi Indonesia <m>Maju</m> itu akan digelar di Gor Sahabudin dan akan dihadiri oleh ribuan kader partai koalisi dan juga relawan pasangan Prabowo-Gibran.",maju,,,,,
88,91,ind_news_2024_1M,544176,"Menurut Junaidi, setiap kandidat peserta kontestasi Pilgub Sumsel boleh saja mengklaim",maju,dan dapat dukungan parpol.,"Menurut Junaidi, setiap kandidat peserta kontestasi Pilgub Sumsel boleh saja mengklaim <m>maju</m> dan dapat dukungan parpol.",maju,,,,,
93,96,ind_news_2024_1M,544328,"Menurut Kang Emil, sampai saat ini dua surat penugasan dari DPP Partai Golkar padanya untuk",maju,pada Pilkada Serentak 2024 masih berlaku.,"Menurut Kang Emil, sampai saat ini dua surat penugasan dari DPP Partai Golkar padanya untuk <m>maju</m> pada Pilkada Serentak 2024 masih berlaku.",maju,,,,,
140,143,ind_news_2024_1M,544833,"Menurut Kiai Asep, kepemimpinan Khofifah-Emil di periode selanjutnya diharapkan mengubah Provinsi Jatim sebagai percontohan wilayah paling",maju,di Indonesia di sektor ekonomi hingga pembangunan.,"Menurut Kiai Asep, kepemimpinan Khofifah-Emil di periode selanjutnya diharapkan mengubah Provinsi Jatim sebagai percontohan wilayah paling <m>maju</m> di Indonesia di sektor ekonomi hingga pembangunan.",maju,,,,,
70,73,ind_news_2024_1M,544849,"Menurut Kiky Saputri, komika berambut gondrong itu belum tepat untuk",maju,menjadi di Pilkada Tangsel saat ini.,"Menurut Kiky Saputri, komika berambut gondrong itu belum tepat untuk <m>maju</m> menjadi di Pilkada Tangsel saat ini.",maju,,,,,
99,102,ind_news_2024_1M,545561,"Menurut Lestari, untuk mewujudkan pencapaian rasio kewirausahaan sebagai prasyarat menjadi negara",maju,membutuhkan sejumlah momentum untuk merealisasikannya.,"Menurut Lestari, untuk mewujudkan pencapaian rasio kewirausahaan sebagai prasyarat menjadi negara <m>maju</m> membutuhkan sejumlah momentum untuk merealisasikannya.",maju,,,,,
101,104,ind_news_2024_1M,545910,"Menurut Menkes, angka kesuburan berkaitan erat dengan kesempatan sebuah negara untuk menjadi negara",maju,.,"Menurut Menkes, angka kesuburan berkaitan erat dengan kesempatan sebuah negara untuk menjadi negara <m>maju</m>.",maju,,,,,
71,74,ind_news_2024_1M,545911,"Menurut Menkes, apabila negara kita ingin mengejar supaya jadi negara",maju,", pertumbuhan GDP-nya harus cukup tinggi.","Menurut Menkes, apabila negara kita ingin mengejar supaya jadi negara <m>maju</m>, pertumbuhan GDP-nya harus cukup tinggi.",maju,,,,,
55,58,ind_news_2024_1M,546467,"Menurutnya, akan ada pengumuman terkait dirinya untuk",maju,di pilkada dalam satu hingga dua minggu ke depan.,"Menurutnya, akan ada pengumuman terkait dirinya untuk <m>maju</m> di pilkada dalam satu hingga dua minggu ke depan.",maju,,,,,
43,46,ind_news_2024_1M,546541,"Menurutnya, anggota TNI/Polri yang hendak",maju,"dalam kontestasi Pilkada 2024, tapi belum pensiun, harus mematuhi aturan dengan mengajukan pengunduran diri dari jabatan kedinasan.","Menurutnya, anggota TNI/Polri yang hendak <m>maju</m> dalam kontestasi Pilkada 2024, tapi belum pensiun, harus mematuhi aturan dengan mengajukan pengunduran diri dari jabatan kedinasan.",maju,,,,,
66,69,ind_news_2024_1M,546556,"Menurutnya, Ansar-Nyanyang merupakan pilihan terbaik untuk Kepri",maju,dan berprestasi.,"Menurutnya, Ansar-Nyanyang merupakan pilihan terbaik untuk Kepri <m>maju</m> dan berprestasi.",maju,,,,,
180,183,ind_news_2024_1M,546942,"Menurutnya, dampak pembangunan SWL yang diharapkan tuntas dalam jangka lima tahun ini akan membuat sisi perekonomian Kota Surabaya dengan visinya sebagai kota level dunia semakin",maju,.,"Menurutnya, dampak pembangunan SWL yang diharapkan tuntas dalam jangka lima tahun ini akan membuat sisi perekonomian Kota Surabaya dengan visinya sebagai kota level dunia semakin <m>maju</m>.",maju,,,,,
103,106,ind_news_2024_1M,547132,"Menurutnya, di Indonesia memang sulit untuk melegalkan prostitusi sebagaimana dilakukan negara-negara",maju,.,"Menurutnya, di Indonesia memang sulit untuk melegalkan prostitusi sebagaimana dilakukan negara-negara <m>maju</m>.",maju,,,,,
142,145,ind_news_2024_1M,547141,"Menurutnya dinamika politik untuk tak berbeda jauh dengan pemilu presiden Februari lalu, dimana koalisinya akan tetap pada koalisi Indonesia",maju,.,"Menurutnya dinamika politik untuk tak berbeda jauh dengan pemilu presiden Februari lalu, dimana koalisinya akan tetap pada koalisi Indonesia <m>maju</m>.",maju,,,,,
155,158,ind_news_2024_1M,547191,"Menurutnya, dukungan PKB tersebut seperti dukungan orang tua kepada anaknya sehingga menjadi kebahagiaan tersendiri dan menjadi penyemangat untuk dirinya",maju,mengabdi untuk Kabupaten Jember.,"Menurutnya, dukungan PKB tersebut seperti dukungan orang tua kepada anaknya sehingga menjadi kebahagiaan tersendiri dan menjadi penyemangat untuk dirinya <m>maju</m> mengabdi untuk Kabupaten Jember.",maju,,,,,
166,169,ind_news_2024_1M,547270,"Menurutnya, FRI ke depan harus memperkuat kontribusinya dan selalu hadir untuk memberikan solusi atas berbagai tantangan dan permasalahan dalam mewujudkan Indonesia",maju,2045.,"Menurutnya, FRI ke depan harus memperkuat kontribusinya dan selalu hadir untuk memberikan solusi atas berbagai tantangan dan permasalahan dalam mewujudkan Indonesia <m>maju</m> 2045.",maju,,,,,
65,68,ind_news_2024_1M,547391,"Menurutnya, hal ini tidak bisa ditawar lagi mengingat tujuannya",maju,dalam ajang demokrasi tersebut murni untuk pengabdian kepada masyarakat.,"Menurutnya, hal ini tidak bisa ditawar lagi mengingat tujuannya <m>maju</m> dalam ajang demokrasi tersebut murni untuk pengabdian kepada masyarakat.",maju,,,,,
43,46,ind_news_2024_1M,547608,"Menurutnya, ia masih belum terpikir untuk",maju,menjadi Cawagub Sumsel.,"Menurutnya, ia masih belum terpikir untuk <m>maju</m> menjadi Cawagub Sumsel.",maju,,,,,
52,55,ind_news_2024_1M,547611,"Menurutnya, ia mengetahui betul Kaesang tidak akan",maju,lantaran akan taat dengan konstitusi.,"Menurutnya, ia mengetahui betul Kaesang tidak akan <m>maju</m> lantaran akan taat dengan konstitusi.",maju,,,,,
54,57,ind_news_2024_1M,547647,"Menurutnya, Indonesia akan berkembang menjadi negara",maju,pada 2045.,"Menurutnya, Indonesia akan berkembang menjadi negara <m>maju</m> pada 2045.",maju,,,,,
50,53,ind_news_2024_1M,547885,"Menurutnya, jika memang ada jalan untuk Ramdhanu",maju,"sebagai Bupati Pasuruan, ia dan sesama petani siap mendukungnya.","Menurutnya, jika memang ada jalan untuk Ramdhanu <m>maju</m> sebagai Bupati Pasuruan, ia dan sesama petani siap mendukungnya.",maju,,,,,
109,112,ind_news_2024_1M,547938,"Menurutnya, Jokowi dekat dengan Partai Golkar, sementara Gibran mendapatkan mandat dari Partai Golkar untuk",maju,sebagai cawapres melalui mekanisme Rapimnas Partai Golkar.,"Menurutnya, Jokowi dekat dengan Partai Golkar, sementara Gibran mendapatkan mandat dari Partai Golkar untuk <m>maju</m> sebagai cawapres melalui mekanisme Rapimnas Partai Golkar.",maju,,,,,
108,111,ind_news_2024_1M,548075,"Menurutnya, keberadaan KIM Plus itu juga bertujuan untuk menggagalkan kesempatan bagi Anies Baswedan untuk",maju,kembali di Pilkada Jakarta.,"Menurutnya, keberadaan KIM Plus itu juga bertujuan untuk menggagalkan kesempatan bagi Anies Baswedan untuk <m>maju</m> kembali di Pilkada Jakarta.",maju,,,,,
80,83,ind_news_2024_1M,548284,"Menurutnya, kemenangan pasangan ini sangat penting untuk mewujudkan yang lebih",maju,serta Jawa Timur yang berkembang di bawah kepemimpinan Bu Risma dan Gus Hans.,"Menurutnya, kemenangan pasangan ini sangat penting untuk mewujudkan yang lebih <m>maju</m> serta Jawa Timur yang berkembang di bawah kepemimpinan Bu Risma dan Gus Hans.",maju,,,,,
43,46,ind_news_2024_1M,548464,"Menurutnya, KKPD dianggap sebagai langkah",maju,Pemerintah dalam menerapkan ekonomi digital di wilayah perbatasan RI-RDTL.,"Menurutnya, KKPD dianggap sebagai langkah <m>maju</m> Pemerintah dalam menerapkan ekonomi digital di wilayah perbatasan RI-RDTL.",maju,,,,,
35,38,ind_news_2024_1M,548664,"Menurutnya, langkah politik untuk",maju,sebagai salah satu calon gubernur Kepri adalah kehendak Allah.,"Menurutnya, langkah politik untuk <m>maju</m> sebagai salah satu calon gubernur Kepri adalah kehendak Allah.",maju,,,,,
43,46,ind_news_2024_1M,548957,"Menurutnya, meskipun Surabaya sudah lebih",maju,", Sidoarjo masih dalam proses perkembangan.","Menurutnya, meskipun Surabaya sudah lebih <m>maju</m>, Sidoarjo masih dalam proses perkembangan.",maju,,,,,
138,141,ind_news_2024_1M,549019,"Menurutnya, negara sebesar Indonesia membutuhkan persatuan nasional untuk menghadapi tantangan agar bisa lompat ke jajaran negara-negara",maju,.,"Menurutnya, negara sebesar Indonesia membutuhkan persatuan nasional untuk menghadapi tantangan agar bisa lompat ke jajaran negara-negara <m>maju</m>.",maju,,,,,
56,59,ind_news_2024_1M,550279,"Menurutnya, saat ini secara resmi menyatakan diri siap",maju,bertarung pada pemilukada tahun 2024 ini.,"Menurutnya, saat ini secara resmi menyatakan diri siap <m>maju</m> bertarung pada pemilukada tahun 2024 ini.",maju,,,,,
122,125,ind_news_2024_1M,550519,"Menurutnya, selama ini Khofifah sangat dekat dengan Gus Ipul, apalagi pembangunan Jawa Timur di era Khofifah juga sangat",maju,.,"Menurutnya, selama ini Khofifah sangat dekat dengan Gus Ipul, apalagi pembangunan Jawa Timur di era Khofifah juga sangat <m>maju</m>.",maju,,,,,
66,69,ind_news_2024_1M,550553,"Menurutnya, seluruh simpatisan dan sukarelawan Koalisi Indonesia",Maju,harus meredam emosi.,"Menurutnya, seluruh simpatisan dan sukarelawan Koalisi Indonesia <m>Maju</m> harus meredam emosi.",maju,,,,,
145,148,ind_news_2024_1M,550559,"Menurutnya, semangat generasi terdahulu patut diteladani untuk mewujudkan visi Indonesia Emas 2045 demi masa depan bangsa yang lebih cerdas dan",maju,.,"Menurutnya, semangat generasi terdahulu patut diteladani untuk mewujudkan visi Indonesia Emas 2045 demi masa depan bangsa yang lebih cerdas dan <m>maju</m>.",maju,,,,,
73,76,ind_news_2024_1M,550673,"Menurutnya, siapa pun yang ingin menjadi gubernur harus terlebih dahulu",maju,sebagai calon anggota legislatif.,"Menurutnya, siapa pun yang ingin menjadi gubernur harus terlebih dahulu <m>maju</m> sebagai calon anggota legislatif.",maju,,,,,
26,29,ind_news_2024_1M,550674,Menurutnya siapapun yang,maju,"dalam kontestasi kepala daerah di OKI itu merupakan putra-putri terbaik di Kabupaten OKI, siapapun itu pasti menginginkan yang terbaik untuk kemajuan masyarakat OKI.","Menurutnya siapapun yang <m>maju</m> dalam kontestasi kepala daerah di OKI itu merupakan putra-putri terbaik di Kabupaten OKI, siapapun itu pasti menginginkan yang terbaik untuk kemajuan masyarakat OKI.",maju,,,,,
64,67,ind_news_2024_1M,550781,"Menurutnya, Suci masuk dalam daftar nama yang diprediksi bakal",maju,di Pilkada Cianjur.,"Menurutnya, Suci masuk dalam daftar nama yang diprediksi bakal <m>maju</m> di Pilkada Cianjur.",maju,,,,,
88,91,ind_news_2024_1M,550896,"Menurutnya, tema ini sejalan dengan visi jangka panjang Indonesia untuk menjadi negara",maju,"tahun 2045, yang memerlukan tenaga kerja adaptif, inovatif, dan memiliki keterampilan tinggi.","Menurutnya, tema ini sejalan dengan visi jangka panjang Indonesia untuk menjadi negara <m>maju</m> tahun 2045, yang memerlukan tenaga kerja adaptif, inovatif, dan memiliki keterampilan tinggi.",maju,,,,,
164,167,ind_news_2024_1M,550919,"Menurutnya, terdapat potensi penyalahgunaan kekuasaan yang muncul jika caleg terpilih hasil Pileg 2024 tidak segera mundur dari jabatan sebagai anggota dewan saat",maju,sebagai pada Pilkada 2024.,"Menurutnya, terdapat potensi penyalahgunaan kekuasaan yang muncul jika caleg terpilih hasil Pileg 2024 tidak segera mundur dari jabatan sebagai anggota dewan saat <m>maju</m> sebagai pada Pilkada 2024.",maju,,,,,
109,112,ind_news_2024_1M,551079,"Menurutnya, tugas dan fungsi Pemasyarakatan tidak boleh terlepas dari pelaksanaan tiga kunci Pemasyarakatan",Maju,"+ Back to Basic, yakni, deteksi dini gangguan keamanan dan ketertiban, berantas narkoba, dan terakhir Sinergi Dengan Aparat Penegak Hukum.","Menurutnya, tugas dan fungsi Pemasyarakatan tidak boleh terlepas dari pelaksanaan tiga kunci Pemasyarakatan <m>Maju</m> + Back to Basic, yakni, deteksi dini gangguan keamanan dan ketertiban, berantas narkoba, dan terakhir Sinergi Dengan Aparat Penegak Hukum.",maju,,,,,
46,49,ind_news_2024_1M,551204,"Menurutnya, usaha kawannya itu sudah semakin",maju,dan membuktikan bahwa brand lokal tak kalah dari produk luar negeri.,"Menurutnya, usaha kawannya itu sudah semakin <m>maju</m> dan membuktikan bahwa brand lokal tak kalah dari produk luar negeri.",maju,,,,,
124,127,ind_news_2024_1M,551233,"Menurutnya visi RPJPD Jawa Tengah selama 20 tahun ke depan, 'Jawa Tengah sebagai Penumpu Pangan dan Industri Nasional Yang",Maju,", Sejahtera, Berbudaya, dan Berkelanjutan'.","Menurutnya visi RPJPD Jawa Tengah selama 20 tahun ke depan, 'Jawa Tengah sebagai Penumpu Pangan dan Industri Nasional Yang <m>Maju</m>, Sejahtera, Berbudaya, dan Berkelanjutan'.",maju,,,,,
112,115,ind_news_2024_1M,551244,"Menurutnya, wajar jika Presiden Jokowi memberikan kesempatan kepada AHY untuk duduk di kursi Kabinet Indonesia",Maju,.,"Menurutnya, wajar jika Presiden Jokowi memberikan kesempatan kepada AHY untuk duduk di kursi Kabinet Indonesia <m>Maju</m>.",maju,,,,,
116,119,ind_news_2024_1M,551284,"Menurutnya, Wuling telah membuat progres yang signifikan di daerah ini dan membawa dunia vokasi ke arah yang lebih",maju,.,"Menurutnya, Wuling telah membuat progres yang signifikan di daerah ini dan membawa dunia vokasi ke arah yang lebih <m>maju</m>.",maju,,,,,
112,115,ind_news_2024_1M,552023,"Menurut Prediksi Badan Meteorologi Klimatologi NTT ( NTT ), awal musim hujan 2024/2025 ini di NTT diperkirakan",maju,atau lebih cepat dibandingkan dengan normalnya.,"Menurut Prediksi Badan Meteorologi Klimatologi NTT ( NTT ), awal musim hujan 2024/2025 ini di NTT diperkirakan <m>maju</m> atau lebih cepat dibandingkan dengan normalnya.",maju,,,,,
104,107,ind_news_2024_1M,552091,"Menurut Prilly, jika aktor dan crewnya sejahtera maka dunia perfilman Indonesia akan semakin bagus dan",maju,kedepannya.,"Menurut Prilly, jika aktor dan crewnya sejahtera maka dunia perfilman Indonesia akan semakin bagus dan <m>maju</m> kedepannya.",maju,,,,,
48,51,ind_news_2024_1M,552198,"Menurut Qodari, tidak direstuinya Mahfud untuk",maju,sebagai cawapres kala itu juga berasal dari Ketua Umum PDI Perjuangan (PDIP) Megawati Soekarnoputri yang diam seribu bahasa ketika Mahfud disingkirkan dari pencalonan.,"Menurut Qodari, tidak direstuinya Mahfud untuk <m>maju</m> sebagai cawapres kala itu juga berasal dari Ketua Umum PDI Perjuangan (PDIP) Megawati Soekarnoputri yang diam seribu bahasa ketika Mahfud disingkirkan dari pencalonan.",maju,,,,,
31,34,ind_news_2024_1M,552463,"Menurut RK, Koalisi Indonesia",Maju,(KIM) Plus akan mengumumkan secara resmi tim sukses.,"Menurut RK, Koalisi Indonesia <m>Maju</m> (KIM) Plus akan mengumumkan secara resmi tim sukses.",maju,,,,,
53,56,ind_news_2024_1M,552465,"Menurut RK, semakin banyak calon kepala daerah yang",maju,", akan semakin banyak pula tawaran solusi untuk warga di masing-masing daerah, khususnya Jakarta.","Menurut RK, semakin banyak calon kepala daerah yang <m>maju</m>, akan semakin banyak pula tawaran solusi untuk warga di masing-masing daerah, khususnya Jakarta.",maju,,,,,
84,87,ind_news_2024_1M,552914,"""Menurut saya Narca dengan nya dan Lina dengan -nya, ini pasangan yang cocok untuk",maju,"dalam Pilkada,"" jelas Adang Luqman dalam keterangannya Rabu (13/3/2024).","""Menurut saya Narca dengan nya dan Lina dengan -nya, ini pasangan yang cocok untuk <m>maju</m> dalam Pilkada,"" jelas Adang Luqman dalam keterangannya Rabu (13/3/2024).",maju,,,,,
64,67,ind_news_2024_1M,552965,"Menurut saya, tanpa perempuan, mungkin suatu negara akan sulit",maju,"atau berkembang,"" tuturnya.","Menurut saya, tanpa perempuan, mungkin suatu negara akan sulit <m>maju</m> atau berkembang,"" tuturnya.",maju,,,,,
116,119,ind_news_2024_1M,553204,"Menurut Soleh Ayubi, wakil direktur utama “Negara kita adalah negara berkembang yang sudah menjurus menjadi negara",maju,.,"Menurut Soleh Ayubi, wakil direktur utama “Negara kita adalah negara berkembang yang sudah menjurus menjadi negara <m>maju</m>.",maju,,,,,
181,184,ind_news_2024_1M,553646,"Menurut Tim Bappilu partai berlambang banteng moncong putih itu, terbitnya PKPU meretas kegelisahan publik yang masih ragu dan berdebat apakah calon petahana tersebut bisa kembali",maju,di Pilkada.,"Menurut Tim Bappilu partai berlambang banteng moncong putih itu, terbitnya PKPU meretas kegelisahan publik yang masih ragu dan berdebat apakah calon petahana tersebut bisa kembali <m>maju</m> di Pilkada.",maju,,,,,
59,62,ind_news_2024_1M,553742,"Menurut Trubus, sangat tidak mungkin Jakarta sebagai kota",maju,di Indonesia tidak memiliki anggaran untuk pendidikan.,"Menurut Trubus, sangat tidak mungkin Jakarta sebagai kota <m>maju</m> di Indonesia tidak memiliki anggaran untuk pendidikan.",maju,,,,,
73,76,ind_news_2024_1M,553782,"Menurut Ujang, kehadiran Ara mampu memperkuat barisan Koalisi Indonesia",Maju,(KIM) karena merupakan figur penting dalam partai berlogo banteng itu.,"Menurut Ujang, kehadiran Ara mampu memperkuat barisan Koalisi Indonesia <m>Maju</m> (KIM) karena merupakan figur penting dalam partai berlogo banteng itu.",maju,,,,,
44,47,ind_news_2024_1M,553858,"Menurut Ustaz Harle, dari semua calon yang",maju,"di Pilkada Makassar 2024, hanya Seto yang berasal dari generasi milenial dan kepemimpinannya sudah terbukti.","Menurut Ustaz Harle, dari semua calon yang <m>maju</m> di Pilkada Makassar 2024, hanya Seto yang berasal dari generasi milenial dan kepemimpinannya sudah terbukti.",maju,,,,,
24,27,ind_news_2024_1M,554161,"Menurut Yudha, dirinya",maju,"Pilkada Palembang karena terpanggil untuk berbuat lebih banyak lagi bagi masyarakat Palembang, karena selama ini dirinya lebih banyak didunia legislatif.","Menurut Yudha, dirinya <m>maju</m> Pilkada Palembang karena terpanggil untuk berbuat lebih banyak lagi bagi masyarakat Palembang, karena selama ini dirinya lebih banyak didunia legislatif.",maju,,,,,
86,89,ind_news_2024_1M,554233,"Menurut Zairullah seorang PPPK, harus menjunjung moral dan memiliki pola pikir untuk",maju,.,"Menurut Zairullah seorang PPPK, harus menjunjung moral dan memiliki pola pikir untuk <m>maju</m>.",maju,,,,,
93,96,ind_news_2024_1M,554251,"Menurut Zulhas, kepemimpinan Luthfi sebagai Kapolda Jawa Tengah cukup sukses sehingga layak",maju,menjadi gubernur.,"Menurut Zulhas, kepemimpinan Luthfi sebagai Kapolda Jawa Tengah cukup sukses sehingga layak <m>maju</m> menjadi gubernur.",maju,,,,,
89,92,ind_news_2024_1M,554259,"Menurut Zulkifli, Prabowo sangat profesional dan sepenuhnya mendukung kader partai yang",maju,dalam pilkada kali ini.,"Menurut Zulkifli, Prabowo sangat profesional dan sepenuhnya mendukung kader partai yang <m>maju</m> dalam pilkada kali ini.",maju,,,,,
69,72,ind_news_2024_1M,554349,"Menyadari hal itu, Pemerintah Kota (Pemkot) mengambil langkah lebih",maju,dengan mengantisipasi potensi risiko dalam setiap program dan kegiatan.,"Menyadari hal itu, Pemerintah Kota (Pemkot) mengambil langkah lebih <m>maju</m> dengan mengantisipasi potensi risiko dalam setiap program dan kegiatan.",maju,,,,,
153,156,ind_news_2024_1M,554668,"Menyesalkan diamnya Barat atas pembunuhan Haniyeh, Sharif mengatakan pembunuhan tersebut merupakan ujian bagi negara-negara yang disebut sebagai negara",maju,.,"Menyesalkan diamnya Barat atas pembunuhan Haniyeh, Sharif mengatakan pembunuhan tersebut merupakan ujian bagi negara-negara yang disebut sebagai negara <m>maju</m>.",maju,,,,,
101,104,ind_news_2024_1M,554841,"Menyongsong tahun baru, Budi Gunawan juga mengungkapkan Presiden Prabowo berharap Indonesia semakin",maju,dan sejahtera.,"Menyongsong tahun baru, Budi Gunawan juga mengungkapkan Presiden Prabowo berharap Indonesia semakin <m>maju</m> dan sejahtera.",maju,,,,,
84,87,ind_news_2024_1M,554845,"Menyoroti ini, Pengamat Politik Citra Institut, Efriza mengatakan, kegagalan Anies",maju,di Pilkada DKI bukan karena partai politik.,"Menyoroti ini, Pengamat Politik Citra Institut, Efriza mengatakan, kegagalan Anies <m>maju</m> di Pilkada DKI bukan karena partai politik.",maju,,,,,
198,201,ind_news_2024_1M,554868,"Menyusul adanya pernyataan terbaru dari Ketua KPU RI, Hasyim Asy'ari yang menyebutkan bahwa Calon Legeslatif DPR, DPD dan DPRD terpilih hasil Pemilu harus mengajukan surat pengunduran diri, ketika",maju,pada Pilkada Serentak 2024.,"Menyusul adanya pernyataan terbaru dari Ketua KPU RI, Hasyim Asy'ari yang menyebutkan bahwa Calon Legeslatif DPR, DPD dan DPRD terpilih hasil Pemilu harus mengajukan surat pengunduran diri, ketika <m>maju</m> pada Pilkada Serentak 2024.",maju,,,,,
51,54,ind_news_2024_1M,555918,"Mereka antara lain, Muhammad Farhan diutus Partai",maju,"di Pilwakot Bandung, lalu Lucky Hakim di Pilbup Indramayu.","Mereka antara lain, Muhammad Farhan diutus Partai <m>maju</m> di Pilwakot Bandung, lalu Lucky Hakim di Pilbup Indramayu.",maju,,,,,
114,117,ind_news_2024_1M,557170,"Mereka di antaranya, paslon Ridwan Kamil-Suswono yang diusung 15 partai politik (parpol) dalam Koalisi Indonesia",Maju,(KIM) Plus.,"Mereka di antaranya, paslon Ridwan Kamil-Suswono yang diusung 15 partai politik (parpol) dalam Koalisi Indonesia <m>Maju</m> (KIM) Plus.",maju,,,,,
34,37,ind_news_2024_1M,557570,Mereka diusung Koalisi Indonesia,Maju,(KIM) plus.,Mereka diusung Koalisi Indonesia <m>Maju</m> (KIM) plus.,maju,,,,,
55,58,ind_news_2024_1M,557594,Mereka duduk menghadap para Menteri Kabinet Indonesia,Maju,.,Mereka duduk menghadap para Menteri Kabinet Indonesia <m>Maju</m>.,maju,,,,,
111,114,ind_news_2024_1M,557712,"Mereka hanya mengandalkan pariwisata dan terkini pengembangan getah karet untuk alas lantai, tapi mereka bisa",maju,.,"Mereka hanya mengandalkan pariwisata dan terkini pengembangan getah karet untuk alas lantai, tapi mereka bisa <m>maju</m>.",maju,,,,,
14,17,ind_news_2024_1M,557794,Mereka harus,maju,"bersama-sama, dengan membangun dan membantu masyarakat.","Mereka harus <m>maju</m> bersama-sama, dengan membangun dan membantu masyarakat.",maju,,,,,
20,23,ind_news_2024_1M,558034,Mereka ingin terus,maju,dan mengupayakan yang terbaik yang mereka bisa demi masa depan yang lebih baik.,Mereka ingin terus <m>maju</m> dan mengupayakan yang terbaik yang mereka bisa demi masa depan yang lebih baik.,maju,,,,,
8,11,ind_news_2024_1M,559083,Mereka,maju,melalui jalur independen.,Mereka <m>maju</m> melalui jalur independen.,maju,,,,,
8,11,ind_news_2024_1M,559084,Mereka,maju,"melalui partai dan daerah pemilihan (dapil) yang berbeda-beda, ada yang di Golkar, Gerindra, hingga PDIP.","Mereka <m>maju</m> melalui partai dan daerah pemilihan (dapil) yang berbeda-beda, ada yang di Golkar, Gerindra, hingga PDIP.",maju,,,,,
8,11,ind_news_2024_1M,559085,Mereka,maju,sebagai salah satu tim peringkat ketiga terbaik.,Mereka <m>maju</m> sebagai salah satu tim peringkat ketiga terbaik.,maju,,,,,
43,46,ind_news_2024_1M,559651,Mereka memiliki pemikiran yang jauh kebih,maju,.,Mereka memiliki pemikiran yang jauh kebih <m>maju</m>.,maju,,,,,
76,79,ind_news_2024_1M,559716,Mereka meminta Kapolri mencopot Kapolda Papua dan Wakapolda Aceh yang akan,maju,sebagai calon kepala daerah (cakada) di Pilkada 2024.,Mereka meminta Kapolri mencopot Kapolda Papua dan Wakapolda Aceh yang akan <m>maju</m> sebagai calon kepala daerah (cakada) di Pilkada 2024.,maju,,,,,
50,53,ind_news_2024_1M,559719,Mereka meminta Koordinator TKD Koalisi Indonesia,Maju,(KIM) pada Pilpres 2024 itu maju untuk menjadi peserta di Pilkada Banten 2024.,Mereka meminta Koordinator TKD Koalisi Indonesia <m>Maju</m> (KIM) pada Pilpres 2024 itu maju untuk menjadi peserta di Pilkada Banten 2024.,maju,,,,,
83,86,ind_news_2024_1M,559719,Mereka meminta Koordinator TKD Koalisi Indonesia Maju (KIM) pada Pilpres 2024 itu,maju,untuk menjadi peserta di Pilkada Banten 2024.,Mereka meminta Koordinator TKD Koalisi Indonesia Maju (KIM) pada Pilpres 2024 itu <m>maju</m> untuk menjadi peserta di Pilkada Banten 2024.,maju,,,,,
97,100,ind_news_2024_1M,560020,Mereka mendeklarasikan dukungan terhdap pasangan capres-cawapres yang diusung Koalisi Indonesia,Maju,"itu di salah satu gudang tembakau di Parakan, Temanggung, pada Rabu (31/1).","Mereka mendeklarasikan dukungan terhdap pasangan capres-cawapres yang diusung Koalisi Indonesia <m>Maju</m> itu di salah satu gudang tembakau di Parakan, Temanggung, pada Rabu (31/1).",maju,,,,,
62,65,ind_news_2024_1M,560070,Mereka mendukung pasangan Herdiat Sunarya-Yana D Putra untuk,maju,dalam pilkada 2024.,Mereka mendukung pasangan Herdiat Sunarya-Yana D Putra untuk <m>maju</m> dalam pilkada 2024.,maju,,,,,
68,71,ind_news_2024_1M,560644,Mereka menilai Mas Dar sapaan akrab Sudaryono mampu membawa Jateng,maju,mapan.,Mereka menilai Mas Dar sapaan akrab Sudaryono mampu membawa Jateng <m>maju</m> mapan.,maju,,,,,
60,63,ind_news_2024_1M,560869,Mereka menyanyikan yel-yel dukungan kepada Bima Arya untuk,maju,di Pilgub Jabar 2024.,Mereka menyanyikan yel-yel dukungan kepada Bima Arya untuk <m>maju</m> di Pilgub Jabar 2024.,maju,,,,,
56,59,ind_news_2024_1M,560898,Mereka menyatukan kesamaan pandangan Jateng akan lebih,maju,apabila dipimpin Sudaryono.,Mereka menyatukan kesamaan pandangan Jateng akan lebih <m>maju</m> apabila dipimpin Sudaryono.,maju,,,,,
